Time[s],Voltage[V],Current[A],abs(Power) [W],Energy [Wh],newVoc,newCurrent,loadV
initial,,,,,441,,
0,197.6699066,7.118499756,1407.113182,0.039086477,440.999014,3.200904469,439.5986183
0.1,211.1762848,7.121795654,1503.954347,0.04177651,440.9979602,3.421960022,439.5008527
0.2,222.3730011,7.126235962,1584.682477,0.044018958,440.9968498,3.606312334,439.4190881
0.3,231.6614838,7.152633667,1656.989728,0.046027492,440.9956887,3.771494473,439.3456599
0.4,239.3811646,7.169540405,1716.252932,0.047673693,440.9944861,3.906921747,439.2852079
0.5,245.785614,7.155685425,1758.764536,0.04885457,440.9932537,4.004094985,439.2414622
0.6,251.1172638,7.149993896,1795.486903,0.049874636,440.9919956,4.088052612,439.2034726
0.7,255.5554047,7.171340942,1832.674937,0.050907637,440.9907115,4.173089842,439.1649846
0.8,259.2533875,7.172668457,1859.538595,0.05165385,440.9894085,4.23453145,439.1368009
0.9,262.3269348,7.163070679,1879.066375,0.052196288,440.9880918,4.279203286,439.1159403
1,264.8999939,7.168579102,1898.95656,0.052748793,440.9867612,4.32470844,439.0947012
1.1,267.0454865,7.181182861,1917.70247,0.053269513,440.9854174,4.367600642,439.0745921
1.2,268.8433685,7.172546387,1928.291532,0.053563654,440.9840662,4.391836988,439.0626375
1.3,295.129425,7.184356689,2120.315059,0.058897641,440.9825805,4.831317874,438.8688789
1.4,295.1337891,7.178421021,2118.594595,0.05884985,440.981096,4.827395102,438.8691106
1.5,295.1326752,7.202713013,2125.75596,0.059048777,440.9796064,4.843808567,438.8604402
1.6,295.1317139,7.196365356,2123.875641,0.058996546,440.9781182,4.839519739,438.8608283
1.7,295.1339569,7.157241821,2112.345099,0.058676253,440.9766381,4.813135574,438.8708913
1.8,295.1306458,7.180099487,2119.067398,0.058862983,440.9751532,4.828543334,438.8626655
1.9,295.1326752,7.165405273,2114.745227,0.058742923,440.9736714,4.818663571,438.8655061
2,295.1364288,7.196777344,2124.031164,0.059000866,440.9721831,4.839941608,438.8547086
2.1,295.1381683,7.197616577,2124.291373,0.059008094,440.9706946,4.840553908,438.8529522
2.2,295.1408691,7.183044434,2120.009977,0.058889166,440.9692091,4.830767251,438.8557484
2.3,295.1421509,7.197387695,2124.252485,0.059007013,440.9677206,4.840497828,438.8500028
2.4,295.13974,7.166610718,2115.151624,0.058754212,440.9662385,4.819676083,438.8576302
2.5,295.1393433,7.181549072,2119.557677,0.058876602,440.9647533,4.829780904,438.8517241
2.6,295.1448975,7.157913208,2112.62156,0.058683932,440.9632729,4.813915855,438.8571848
2.7,295.1381683,7.186706543,2121.071405,0.05891865,440.9617867,4.833279729,438.8472268
2.8,295.1354218,7.176269531,2117.971335,0.058832537,440.9603026,4.826197854,438.848841
2.9,295.1349792,7.211303711,2128.307971,0.059119666,440.9588113,4.84988283,438.8369875
3,295.1383362,7.188018799,2121.459909,0.058929442,440.9573248,4.834218687,438.8423541
3.1,295.1339569,7.16696167,2115.213757,0.058755938,440.9558426,4.819933073,438.8471219
3.2,295.13974,7.174407959,2117.4529,0.058818136,440.9543589,4.825076457,438.8433879
3.3,295.1381073,7.178359985,2118.60758,0.058850211,440.9528744,4.827736782,438.8407395
3.4,295.1382294,7.180709839,2119.301987,0.0588695,440.9513893,4.829343227,438.8385517
3.5,295.1392365,7.18711853,2121.200675,0.058922241,440.949903,4.83370725,438.8351561
3.6,295.1383362,7.200927734,2125.26983,0.059035273,440.9484138,4.843041381,438.8295832
3.7,295.1417084,7.186279297,2120.970749,0.058915854,440.9469276,4.833213694,438.8323966
3.8,295.145462,7.168106079,2115.633981,0.058767611,440.9454452,4.821010035,438.8362533
3.9,295.1413116,7.185440063,2120.720205,0.058908895,440.9439592,4.832672846,438.8296648
4,295.1442261,7.177581787,2118.421822,0.058845051,440.9424748,4.827426396,438.8304757
4.1,295.1418152,7.197387695,2124.250069,0.059006946,440.9409863,4.840788621,438.8231413
4.2,295.1436615,7.176742554,2118.170075,0.058838058,440.9395021,4.826882801,438.8277408
4.3,295.1399078,7.185195923,2120.638062,0.058906613,440.9380161,4.832550518,438.8237753
4.4,295.1386719,7.183044434,2119.994194,0.058888728,440.9365306,4.831092591,438.8229276
4.5,295.1376038,7.190002441,2122.040092,0.058945558,440.9350437,4.835793882,438.8193838
4.6,295.1394043,7.177825928,2118.459268,0.058846091,440.9335592,4.827610696,438.8214796
4.7,295.1387329,7.171951294,2116.720617,0.058797795,440.932076,4.823645841,438.821731
4.8,295.1434937,7.169311523,2115.97565,0.058777101,440.9305934,4.821956357,438.8209874
4.9,295.1405334,7.18598938,2120.876739,0.058913243,440.9291072,4.833195649,438.8145841
5,295.141037,7.192276001,2122.735797,0.058964883,440.9276198,4.837469204,438.811227
5.1,295.1357574,7.198822021,2124.62979,0.059017494,440.9261311,4.841822838,438.8078336
5.2,295.1417084,7.176330566,2118.034463,0.058834291,440.9246469,4.826736459,438.8129497
5.3,295.1395721,7.166900635,2115.235987,0.058756555,440.9231648,4.820344644,438.814264
5.4,295.1381683,7.181716919,2119.598777,0.058877744,440.9216795,4.830351409,438.8084008
5.5,295.1361542,7.209197998,2127.694972,0.059102638,440.9201887,4.848908004,438.7987914
5.6,295.1356506,7.189407349,2121.850416,0.058940289,440.9187018,4.835540496,438.8031529
5.7,295.1330109,7.181365967,2119.45816,0.058873838,440.9172167,4.830078767,438.8040573
5.8,295.1416473,7.183639526,2120.191204,0.0588942,440.9157311,4.831773841,438.80183
5.9,295.1389618,7.176025391,2117.924684,0.058831241,440.914247,4.826600019,438.8026095
6,295.1371002,7.182556152,2119.838795,0.058884411,440.9127616,4.830999688,438.7991993
6.1,295.1362,7.189163208,2121.78231,0.058938398,440.9112749,4.835466776,438.7957582
6.2,295.1413116,7.205474854,2126.633299,0.059073147,440.9097847,4.846592229,438.7894006
6.3,295.1377258,7.181060791,2119.401951,0.058872276,440.9082997,4.830048679,438.7951534
6.4,295.1434937,7.17956543,2119.002024,0.058861167,440.9068148,4.829149269,438.794062
6.5,295.1382294,7.172729492,2116.946682,0.058804075,440.9053315,4.824458947,438.7946307
6.6,295.1412506,7.182861328,2119.958675,0.058887741,440.903846,4.831372852,438.7901204
6.7,295.1335144,7.176025391,2117.885593,0.058830155,440.902362,4.826641866,438.7907062
6.8,295.1350861,7.192398071,2122.729024,0.058964695,440.9008746,4.83774998,438.784359
6.9,295.1382294,7.170379639,2116.25315,0.05878481,440.8993917,4.822936374,438.789357
7,295.1398468,7.16960144,2116.035071,0.058778752,440.897909,4.822453344,438.7880856
7.1,295.1383362,7.184906006,2120.541204,0.058903922,440.8964231,4.832789011,438.7820779
7.2,295.138443,7.180587769,2119.267494,0.058868541,440.8949381,4.829888558,438.7818618
7.3,295.1378326,7.189819336,2121.987696,0.058944103,440.8934512,4.836134504,438.7776423
7.4,295.1355896,7.183639526,2120.147687,0.058892991,440.8919656,4.831937154,438.7779931
7.5,295.0998535,7.096832275,2094.274165,0.058174282,440.8904981,4.772704009,438.8024401
7.6,295.0901947,6.875167847,2028.794618,0.056355406,440.8890765,4.622804791,438.8665994
7.7,295.0951996,6.929702759,2044.922019,0.056803389,440.8876436,4.659739416,438.8490076
7.8,295.0913849,6.916748047,2041.07276,0.056696466,440.8862134,4.650942526,438.8514261
7.9,295.0980072,6.913085938,2040.037884,0.056667719,440.8847839,4.648588612,438.8510264
8,295.0905914,7.026290894,2073.392335,0.057594232,440.8833311,4.724968075,438.8161576
8.1,295.093338,6.804153442,2007.860352,0.055773899,440.8819242,4.574960394,438.880379
8.2,295.0938416,6.917770386,2041.391438,0.056705318,440.8804937,4.651732983,438.8453606
8.3,295.0967102,6.937683105,2047.287461,0.056869096,440.8790592,4.665246392,438.8380139
8.4,295.0937958,6.978485107,2059.307659,0.057202991,440.8776162,4.692781614,438.8245243
8.5,295.0865021,7.093063354,2093.067254,0.058140757,440.8761496,4.770097125,438.7892321
8.6,295.0838623,6.90246582,2036.806274,0.056577952,440.8747224,4.64129749,438.8441547
8.7,295.085434,6.912963867,2039.914943,0.056664304,440.873293,4.648429447,438.8396051
8.8,295.0804901,6.969482422,2056.558289,0.057126619,440.8718519,4.686548746,438.8214869
8.9,295.0792084,6.943267822,2048.813973,0.056911499,440.8704163,4.668833572,438.8278016
9,295.0824585,6.97644043,2058.625194,0.057184033,440.8689738,4.69131192,438.8165248
9.1,295.0880737,6.838226318,2017.879032,0.056052195,440.8675599,4.598044509,438.8559154
9.2,295.0843658,6.90385437,2037.219489,0.05658943,440.8661324,4.642334759,438.8351109
9.3,295.0907593,6.782073975,2001.327359,0.055592427,440.86473,4.5601863,438.8696485
9.4,295.0853271,6.954055786,2052.039827,0.057001106,440.8632921,4.676295348,438.8174129
9.5,295.0874023,6.904922485,2037.55564,0.056598768,440.8618644,4.643149696,438.8304864
9.6,295.0897522,7.084655762,2090.609313,0.058072481,440.8603995,4.764640582,438.7758692
9.7,295.0858307,6.978713989,2059.319615,0.057203323,440.8589565,4.693009481,438.8057649
9.8,295.093338,7.00302124,2066.544914,0.057404025,440.8575085,4.709568602,438.7970722
9.9,295.0859375,6.916809082,2041.053092,0.056695919,440.8560783,4.65121838,438.8211702
10,295.0860443,6.843078613,2019.296999,0.056091583,440.8546633,4.601426296,438.8415393
10.1,295.0921631,7.047409058,2079.635183,0.057767644,440.8532061,4.739589108,438.7796359
10.2,295.0831299,6.966064453,2055.568102,0.057099114,440.8517658,4.684497118,438.8022983
10.3,295.0901947,6.607498169,1949.807921,0.054161331,440.8503995,4.442418612,438.9068414
10.4,295.0970459,6.82699585,2014.626308,0.055961842,440.8489878,4.590793776,438.8405156
10.5,295.0868378,7.032943726,2075.329124,0.057648031,440.8475336,4.729790327,438.7782504
10.6,295.091217,7.003799438,2066.7597,0.057409992,440.8460854,4.710183597,438.7853801
10.7,295.088974,6.989273071,2062.45742,0.057290484,440.8446402,4.700348006,438.788238
10.8,295.0932312,6.869293213,2027.08193,0.056307831,440.8432199,4.619369117,438.8222459
10.9,295.0878448,7.098754883,2094.756279,0.058187674,440.841752,4.774340882,438.7529779
11,295.0878448,7.074996948,2087.745602,0.057992933,440.8402891,4.758302003,438.758532
11.1,294.9668274,6.238388062,1840.117535,0.051114376,440.8389997,4.191562129,439.0051913
11.2,294.7706909,5.009307861,1476.597139,0.041016587,440.8379651,3.360732538,439.3676446
11.3,294.8195648,5.686294556,1676.430886,0.046567525,440.8367904,3.817299451,439.1667219
11.4,294.8117065,5.344711304,1575.68346,0.043768985,440.8356863,3.587079913,439.2663388
11.5,294.6895752,4.639404297,1367.184081,0.037977336,440.8347283,3.11095779,439.4736843
11.6,294.7019653,4.725128174,1392.504559,0.038680682,440.8337526,3.168762631,439.4474189
11.7,294.7185822,5.03527832,1483.990087,0.041221947,440.8327127,3.377656172,439.3549881
11.8,294.7079163,5.295272827,1560.558821,0.043348856,440.8316192,3.552559069,439.2773746
11.9,294.724472,4.927124023,1452.144027,0.040337334,440.8306017,3.304949106,439.3846864
12,294.6640472,4.583557129,1350.609494,0.03751693,440.8296553,3.073163007,439.4851465
12.1,294.6649475,4.657470703,1372.39336,0.038122038,440.8286936,3.12289122,439.4624287
12.2,294.6687012,4.614868164,1359.857208,0.037773811,440.8277408,3.094283698,439.4739917
12.3,294.6734161,4.720031738,1390.867877,0.038635219,440.8267662,3.165076925,439.442045
12.4,294.6693726,4.380065918,1290.671276,0.03585198,440.8258618,2.936405784,439.5411843
12.5,294.6815491,5.021728516,1479.810738,0.041105854,440.8248249,3.368172367,439.3512495
12.6,294.6737976,4.856155396,1430.981752,0.039749493,440.8238222,3.256679398,439.3990249
12.7,294.6821136,4.794067383,1412.725909,0.039242386,440.8228323,3.215005941,439.4162672
12.8,294.6778412,4.816680908,1419.369132,0.03942692,440.8218377,3.230180344,439.4086338
12.9,294.6682434,4.671447754,1376.527304,0.03823687,440.8208732,3.132383382,439.4504554
13,294.7098236,5.147399902,1516.989317,0.042138592,440.8198102,3.453125438,439.3090678
13.1,294.7008972,4.87991333,1438.114837,0.039947634,440.8188025,3.273003716,439.3868634
13.2,294.8025055,5.477172852,1614.68428,0.044852341,440.8176711,3.676343801,439.2092706
13.3,294.8394165,5.532424927,1631.176937,0.04531047,440.8165281,3.714043737,439.1916339
13.4,294.743042,5.925476074,1746.492843,0.04851369,440.8153043,3.977663358,439.0750766
13.5,294.7732697,5.968551636,1759.369481,0.048871374,440.8140715,4.00711895,439.0609569
13.6,294.8987732,6.574386597,1938.778542,0.053854959,440.812713,4.417559255,438.8800308
13.7,294.9179077,6.574264526,1938.868339,0.053857454,440.8113544,4.417778501,438.8785763
13.8,294.8884583,6.419494629,1893.034874,0.052584302,440.8100279,4.312907525,438.9231309
13.9,294.9047852,6.573608398,1938.588572,0.053849683,440.8086695,4.417165366,438.8761597
14,294.9138184,6.5965271,1945.406995,0.054039083,440.8073064,4.432784249,438.8679633
14.1,294.9167328,6.732757568,1985.602865,0.055155635,440.805915,4.524803558,438.8263135
14.2,294.8811646,6.32170105,1864.150568,0.05178196,440.8046088,4.246873219,438.9466018
14.3,294.8732452,6.465560913,1906.520929,0.052958915,440.8032729,4.343833601,438.9028457
14.4,294.86203,6.375991821,1880.037892,0.052223275,440.8019555,4.283248608,438.9280343
14.5,294.8573151,6.348876953,1872.012812,0.052000356,440.8006438,4.264899992,438.93475
14.6,294.8474426,6.268981934,1848.393291,0.051344258,440.7993486,4.21087466,438.9570909
14.7,294.8214111,6.114868164,1802.794061,0.050077613,440.7980854,4.106578763,439.0014572
14.8,294.7935333,6.000274658,1768.842167,0.049134505,440.7968459,4.028939496,439.0341849
14.9,294.785614,6.078155518,1791.752806,0.049770911,440.7955904,4.081348499,439.0100005
15,294.7201996,5.785400391,1705.074358,0.047363177,440.7943957,3.883151369,439.0955169
15.1,294.6813812,5.168945313,1523.191944,0.042310887,440.7933283,3.467503162,439.2762957
15.2,294.6795197,5.462173462,1609.590652,0.044710851,440.7922005,3.664917355,439.1887991
15.3,294.6836243,5.296722412,1560.857357,0.043357149,440.7911068,3.553569983,439.2364199
15.4,294.6684113,5.194137573,1530.548267,0.04251523,440.7900343,3.484334156,439.2656381
15.5,294.6904144,5.411895752,1594.833802,0.044300939,440.7889168,3.631222379,439.200257
15.6,294.6613464,5.240020752,1544.03157,0.042889766,440.7878349,3.515154763,439.2499547
15.7,294.6477203,5.212554932,1535.867428,0.042662984,440.7867587,3.496511851,439.2570347
15.8,294.6956329,5.497451782,1620.075032,0.045002084,440.7856235,3.688932998,439.1717153
15.9,294.6557922,5.287536621,1558.003292,0.043277869,440.7845318,3.547102442,439.2326745
16,294.6484528,5.297073364,1560.774471,0.043354846,440.7834381,3.553442867,439.2288069
16.1,294.6296539,5.068099976,1493.212542,0.041478126,440.7823918,3.399108992,439.2952816
16.2,294.6267853,5.183761597,1527.275015,0.042424306,440.7813216,3.47692582,439.2601666
16.3,294.6378479,5.159820557,1520.278424,0.042229956,440.7802564,3.460951023,439.2660903
16.4,294.641037,5.075302124,1495.392281,0.041538674,440.7792085,3.404112522,439.2899093
16.5,294.6753235,5.310272217,1564.806183,0.043466838,440.7781121,3.562697983,439.2194317
16.6,294.6887817,5.576751709,1643.406167,0.045650171,440.7769605,3.742331204,439.1396906
16.7,294.7124023,5.823608398,1716.289621,0.047674712,440.7757579,3.908959545,439.0655881
16.8,294.7832031,6.002319336,1769.38292,0.049149526,440.7745181,4.030381948,439.011226
16.9,294.9180756,6.860473633,2023.277681,0.056202158,440.7731003,4.61140011,438.7556128
17,294.9401855,7.038833618,2076.034893,0.057667636,440.7716456,4.732228773,438.7012955
17.1,294.9436035,6.971511841,2056.202824,0.057116745,440.7702048,4.686825636,438.7197186
17.2,294.9399567,7.038345337,2075.889269,0.057663591,440.7687502,4.731926632,438.6985323
17.3,294.9483795,7.010696411,2067.793546,0.05743871,440.7673013,4.713401165,438.7051883
17.4,294.9490509,7.016448975,2069.494966,0.057485971,440.7658512,4.717313439,438.7020266
17.5,294.9563446,7.049682617,2079.348615,0.057759684,440.7643942,4.739896848,438.6906893
17.6,294.9454498,6.915130615,2039.58631,0.056655175,440.762965,4.648851294,438.7290926
17.7,294.9525299,7.0340271,2074.704088,0.057630669,440.7615113,4.729290656,438.6924466
17.8,294.9555054,6.911651611,2038.629694,0.056628603,440.7600828,4.646691388,438.7271553
17.9,294.9556122,6.944335938,2048.270858,0.056896413,440.7586475,4.668784828,438.7160542
18,294.9632416,6.971939087,2056.465753,0.057124049,440.7572065,4.687567295,438.7063958
18.1,294.960495,6.946502686,2048.943871,0.056915108,440.7557708,4.670356825,438.7124897
18.2,294.9574585,6.934020996,2045.24121,0.056812256,440.7543377,4.661892871,438.7147596
18.3,294.950058,6.990661621,2061.89605,0.05727489,440.7528929,4.700049993,438.696621
18.4,294.9558868,6.922622681,2041.868312,0.056718564,440.7514622,4.654199535,438.7152499
18.5,294.95578,6.895751953,2033.941896,0.056498386,440.750037,4.636063413,438.7217592
18.6,294.9572449,6.915008545,2039.631869,0.056656441,440.7486078,4.64910847,438.7146228
18.7,294.9499969,7.051239014,2079.762926,0.057771192,440.7471505,4.741033001,438.6729485
18.8,294.9521332,7.010635376,2067.801859,0.057438941,440.7457015,4.713653379,438.6834782
18.9,294.9541473,7.040267944,2076.556229,0.057682117,440.7442465,4.733719817,438.673244
19,294.9538727,6.926879883,2043.110047,0.056753057,440.7428148,4.657135354,438.7053181
19.1,294.9498291,6.925140381,2042.568972,0.056738027,440.7413836,4.655911516,438.7044223
19.2,294.9546051,6.988800049,2061.378759,0.057260521,440.7399392,4.699004689,438.6841246
19.3,294.9545441,6.877578735,2028.5731,0.056349253,440.7385177,4.623891334,438.7155653
19.4,294.9471893,6.838043213,2016.861626,0.056023934,440.7371045,4.597088355,438.7258783
19.5,294.9551544,6.954483032,2051.260617,0.056979462,440.7356671,4.675877621,438.6899707
19.6,294.9548187,6.957061768,2052.018893,0.057000525,440.7342293,4.677629627,438.6877663
19.7,294.9451141,6.990234375,2061.735476,0.05727043,440.7327846,4.699898683,438.6765789
19.8,294.9520721,6.98399353,2059.943364,0.057220649,440.7313412,4.695809715,438.6769244
19.9,294.9552155,7.024734497,2071.982077,0.057555058,440.7298893,4.723398545,438.6634025
20,294.9519043,6.765686035,1995.55198,0.055431999,440.728491,4.548385086,438.7385725
20.1,294.9538116,7.002166748,2065.315772,0.057369883,440.7270438,4.708160677,438.6672235
20.2,294.9433746,6.962997437,2053.689961,0.057046943,440.7256048,4.681549209,438.677427
20.3,294.9451752,6.99887085,2064.283189,0.0573412,440.7241583,4.705826767,438.6653591
20.4,294.9443359,6.898269653,2034.605562,0.056516821,440.7227327,4.637873151,438.6936632
20.5,294.9416351,6.940139771,2046.936172,0.056859338,440.7212984,4.66612745,438.6798676
20.6,294.9476471,6.898391724,2034.664408,0.056518456,440.7198726,4.638038291,438.6907309
20.7,294.9520721,7.068405151,2084.840746,0.057912243,440.7184118,4.75297641,438.6389846
20.8,294.9471893,6.875473022,2027.901443,0.056330596,440.7169908,4.622581153,438.6946115
20.9,294.9424286,6.746261597,1989.758779,0.055271077,440.7155966,4.535254775,438.7314226
21,294.9461823,6.995101929,2063.178608,0.057310517,440.7141509,4.703404658,438.6564113
21.1,294.9407959,7.10067749,2094.27947,0.05817443,440.7126834,4.774660235,438.6237695
21.2,294.952301,6.967254639,2055.007788,0.05708355,440.7112434,4.684721487,438.6616778
21.3,294.9393921,6.829101563,2014.171063,0.055949196,440.7098321,4.591214189,438.7011759
21.4,294.9392853,6.962280273,2053.449968,0.057040277,440.7083932,4.681184087,438.6603752
21.5,294.9472504,6.88230896,2029.918104,0.056386614,440.7069708,4.627305603,438.6825246
21.6,294.9440002,6.754058838,1992.069132,0.055335254,440.705575,4.540648901,438.7190411
21.7,294.9406281,6.824539185,2012.833873,0.055912052,440.7041645,4.588211659,438.6968219
21.8,294.9454041,7.084121704,2089.429138,0.058039698,440.7027005,4.76365831,438.6186
21.9,294.950119,6.649795532,1961.357984,0.054482166,440.7013261,4.470377068,438.7455362
22,294.9533081,7.013275146,2068.588705,0.057460797,440.6998766,4.715950464,438.6366483
22.1,294.9448395,6.723754883,1983.136805,0.055087133,440.698487,4.520270051,438.7208689
22.2,294.9484863,7.087600708,2090.477101,0.058068808,440.6970222,4.766120951,438.6118443
22.3,294.9518585,6.703430176,1977.189189,0.054921922,440.6956368,4.506681542,438.7239636
22.4,294.9488831,6.848480225,2019.951593,0.056109766,440.6942214,4.604616043,438.6797019
22.5,294.9486542,6.816146851,2010.41334,0.055844815,440.6928127,4.582787904,438.687843
22.6,294.945282,6.671386719,1967.694037,0.054658168,440.6914339,4.484984813,438.729253
22.7,294.9515076,6.867431641,2025.559316,0.056265537,440.6900146,4.617502851,438.6698571
22.8,294.9454041,7.037506104,2075.680081,0.05765778,440.6885601,4.732316661,438.6181716
22.9,294.9494324,6.992034912,2062.296728,0.05728602,440.687115,4.70167592,438.6301318
23,294.9539795,6.909133911,2037.876542,0.056607682,440.6856871,4.645758178,438.6531679
23.1,294.9589233,6.76574707,1995.617471,0.055433819,440.6842887,4.548995432,438.6941032
23.2,294.9479828,6.883575439,2030.29669,0.05639713,440.6828661,4.628428115,438.6579288
23.3,294.9577942,6.699111938,1975.95528,0.054887647,440.6814815,4.504002335,438.7109805
23.4,294.9424286,6.905410767,2036.698622,0.056574962,440.6800544,4.643120273,438.6486893
23.5,294.9464111,6.878768921,2028.868206,0.05635745,440.6786327,4.625201379,438.6551071
23.6,294.9531403,6.828689575,2014.143434,0.055948429,440.6772214,4.591493796,438.6684429
23.7,294.9477539,6.848297119,2019.889853,0.056108051,440.675806,4.604668845,438.6612634
23.8,294.9520721,6.921188354,2041.418847,0.056706079,440.6743756,4.65399182,438.6382542
23.9,294.9493256,6.845474243,2019.068011,0.056085223,440.6729608,4.602816674,438.6592285
24,294.9521332,7.112136841,2097.739933,0.058270554,440.6714909,4.78303876,438.5789115
24.1,294.9411926,6.850280762,2020.429978,0.056123055,440.6700752,4.605966281,438.6549649
24.2,294.9463501,6.897064209,2034.263915,0.056507331,440.6686498,4.637665146,438.6396713
24.3,294.9527435,6.924728394,2042.467638,0.056735212,440.6672186,4.656470324,438.6300128
24.4,294.9530792,6.854537964,2021.767079,0.056160197,440.6658019,4.609073651,438.6493322
24.5,294.9486542,6.801208496,2006.007293,0.055722425,440.6643963,4.572995769,438.6637106
24.6,294.9476929,6.673431396,1968.313194,0.054675366,440.6630171,4.486694319,438.7000883
24.7,294.9476929,6.843566895,2018.494267,0.056069285,440.6616027,4.601622391,438.6483929
24.8,294.9528656,7.103912354,2095.319306,0.058203314,440.6601345,4.777617382,438.5699269
24.9,294.9437103,6.681350708,1970.622368,0.05473951,440.6587536,4.49202553,438.6934925
25,294.951004,6.792266846,2003.385926,0.055649609,440.6573498,4.567066322,438.6592583
25.1,294.9468536,6.734863281,1986.426734,0.05517852,440.6559579,4.528243935,438.6748512
25.2,294.9503937,6.904571533,2036.506092,0.056569614,440.6545309,4.642950729,438.62324
25.3,294.9464722,6.999053955,2064.346273,0.057342952,440.6530844,4.706737451,438.5938868
25.4,294.9470825,7.010574341,2067.748449,0.057437457,440.6516355,4.714546758,438.5890213
25.5,294.9447784,6.832458496,2015.197957,0.055977721,440.6502235,4.594192832,438.6402641
25.6,294.9479218,6.771636963,1997.280249,0.055480007,440.648824,4.553172776,438.6568109
25.7,294.9416962,6.963424683,2053.804287,0.057050119,440.6473848,4.68264992,438.5987255
25.8,294.9494324,7.130554199,2103.152914,0.058420914,440.6459111,4.79572123,438.5477831
25.9,294.9493866,6.918548584,2040.621661,0.056683935,440.6444813,4.652484494,438.6090193
26,294.948822,6.534606934,1927.374617,0.053538184,440.6431307,4.393165787,438.7211207
26.1,294.9476929,6.844223022,2018.68779,0.056074661,440.6417162,4.602275217,438.6282208
26.2,294.9575195,6.910690308,2038.360071,0.056621113,440.6402879,4.647348841,438.6070728
26.3,294.9478149,7.068527222,2084.846659,0.057912407,440.638827,4.753856582,438.5590148
26.4,294.9459076,6.912490845,2038.810886,0.056633636,440.6373984,4.648412227,438.6037181
26.5,294.9499512,6.871520996,2026.754782,0.056298744,440.6359783,4.620812513,438.6143728
26.6,294.9496002,6.951004028,2050.195859,0.056949885,440.6345417,4.674521727,438.5894384
26.7,294.9489899,6.842422485,2018.1656,0.056060156,440.6331275,4.601169732,438.6201158
26.8,294.9442749,6.927246094,2043.151576,0.05675421,440.6316959,4.658415889,438.5936389
26.9,294.9475861,6.924133301,2042.256403,0.056729345,440.6302648,4.656380619,438.5930983
27,294.9485931,6.925750732,2042.740435,0.05674279,440.6288335,4.657504643,438.5911752
27.1,294.9461823,7.023284912,2071.491072,0.057541419,440.627382,4.723382916,438.5609019
27.2,294.9497223,6.972061157,2056.407502,0.057122431,440.625941,4.688843434,438.574572
27.3,294.9474792,6.817520142,2010.81038,0.055855844,440.624532,4.584413954,438.6188509
27.4,294.934845,6.898574829,2034.630098,0.056517503,440.6231063,4.63898774,438.5935492
27.5,294.668808,5.122329712,1509.39079,0.041927522,440.6220487,3.437322162,439.1182202
27.6,294.6983185,5.767166138,1699.574163,0.047210393,440.6208578,3.872112914,438.9268084
27.7,294.8121033,6.076950073,1791.558433,0.049765512,440.6196024,4.082547211,438.833488
27.8,294.6641541,5.445739746,1604.664295,0.044574008,440.618478,3.655110493,439.0193672
27.9,294.6484985,5.437088013,1602.029819,0.044500828,440.6173555,3.649097136,439.0208755
28,294.6650543,5.61315918,1654.001855,0.045944496,440.6161965,3.767935,438.9677249
28.1,294.372818,3.744354248,1102.236112,0.03061767,440.6154241,2.507827861,439.5182494
28.2,294.3185577,3.573287964,1051.68496,0.029213471,440.6146872,2.392542405,439.5679499
28.3,294.1004944,2.258728027,664.2930295,0.018452584,440.6142217,1.509915998,439.9536335
28.4,293.9910278,1.52204895,447.4687353,0.012429687,440.6139082,1.016583585,440.1691529
28.5,293.9459839,1.385864258,407.3692328,0.011315812,440.6136227,0.925400105,440.2087602
28.6,293.7607269,0.347564697,102.1008581,0.002836135,440.6135512,0.231777622,440.5121485
28.7,293.730484,0.520629883,152.9248675,0.004247913,440.613444,0.347192322,440.4615474
28.8,293.5667725,-0.682403564,200.3310119,0.00556475,440.6133037,0.454869455,440.4142983
28.9,293.5002441,-1.01121521,296.791911,0.00824422,440.6130957,0.674039612,440.3182034
29,293.3339996,-1.65196228,484.5767029,0.013460464,440.6127561,1.100982705,440.1310762
29.1,293.2797546,-2.211914063,648.7096135,0.018019711,440.6123016,1.474449844,439.9672298
29.2,293.1525116,-2.716369629,796.3105791,0.022119738,440.6117436,1.810538957,439.8196328
29.3,293.1153717,-3.03263855,888.9129758,0.024692027,440.6111207,2.021512356,439.7267091
29.4,293.0591583,-3.20072937,938.0030552,0.02605564,440.6104635,2.133390719,439.677105
29.5,292.8965759,-4.127990723,1209.074348,0.033585399,440.6096163,2.751612261,439.4057859
29.6,292.7636108,-4.702102661,1376.604554,0.038239015,440.6086517,3.134077981,439.2374925
29.7,292.7121582,-4.963592529,1452.903882,0.040358441,440.6076336,3.308368581,439.1602223
29.8,292.6153259,-5.356948853,1567.525334,0.04354237,440.6065352,3.570310635,439.0445243
29.9,292.5097961,-5.852401733,1711.884838,0.047552357,440.6053357,3.900408067,438.8989072
30,292.4645233,-6.067230225,1774.449595,0.049290267,440.6040923,4.043545819,438.835041
30.1,292.2937469,-7.201339722,2104.90657,0.058469627,440.6026174,4.800215413,438.5025231
30.2,292.2692261,-7.258270264,2121.369033,0.058926918,440.6011309,4.837956443,438.484525
30.3,292.1611176,-7.596557617,2219.418763,0.061650521,440.5995758,5.062720229,438.3846357
30.4,292.0348206,-8.356262207,2440.319534,0.067786654,440.5978658,5.569455655,438.1612289
