Power Output,,,,,,,,,,,,,,,,,,,,,,,,,Efficiency,,,,,,,,,,,,,,,,,,,,,,,,,Power Used,,,,,,,,,,,,,,,,,,,,,,,
,0,250,500,750,1000,1250,1500,1750,2000,2250,2500,2750,3000,3250,3500,3750,4000,4250,4500,4750,5000,5250,5500,,,0,250,500,750,1000,1250,1500,1750,2000,2250,2500,2750,3000,3250,3500,3750,4000,4250,4500,4750,5000,5250,5500,,,0,250,500,750,1000,1250,1500,1750,2000,2250,2500,2750,3000,3250,3500,3750,4000,4250,4500,4750,5000,5250,5500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,130.8996939,261.7993878,392.6990817,523.5987756,654.4984695,785.3981634,916.2978573,1047.197551,1178.097245,1308.996939,1439.896633,1570.796327,1701.696021,1832.595715,1963.495408,2094.395102,2225.294796,2356.19449,2487.094184,2617.993878,2748.893572,2879.793266,,5,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,5,0,174.5329252,349.0658504,523.5987756,698.1317008,872.664626,1047.197551,1221.730476,1396.263402,1570.796327,1745.329252,1919.862177,2094.395102,2268.928028,2443.460953,2617.993878,2792.526803,2967.059728,3141.592654,3316.125579,3490.658504,3665.191429,3839.724354
10,0,261.7993878,523.5987756,785.3981634,1047.197551,1308.996939,1570.796327,1832.595715,2094.395102,2356.19449,2617.993878,2879.793266,3141.592654,3403.392041,3665.191429,3926.990817,4188.790205,4450.589593,4712.38898,4974.188368,5235.987756,5497.787144,5759.586532,,10,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,10,0,349.0658504,698.1317008,1047.197551,1396.263402,1745.329252,2094.395102,2443.460953,2792.526803,3141.592654,3490.658504,3839.724354,4188.790205,4537.856055,4886.921906,5235.987756,5585.053606,5934.119457,6283.185307,6632.251158,6981.317008,7330.382858,7679.448709
15,0,392.6990817,785.3981634,1178.097245,1570.796327,1963.495408,2356.19449,2748.893572,3141.592654,3534.291735,3926.990817,4319.689899,4712.38898,5105.088062,5497.787144,5890.486225,6283.185307,6675.884389,7068.583471,7461.282552,7853.981634,8246.680716,8639.379797,,15,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,15,0,523.5987756,1047.197551,1570.796327,2094.395102,2617.993878,3141.592654,3665.191429,4188.790205,4712.38898,5235.987756,5759.586532,6283.185307,6806.784083,7330.382858,7853.981634,8377.58041,8901.179185,9424.777961,9948.376736,10471.97551,10995.57429,11519.17306
20,0,523.5987756,1047.197551,1570.796327,2094.395102,2617.993878,3141.592654,3665.191429,4188.790205,4712.38898,5235.987756,5759.586532,6283.185307,6806.784083,7330.382858,7853.981634,8377.58041,8901.179185,9424.777961,9948.376736,10471.97551,10995.57429,11519.17306,,20,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,20,0,698.1317008,1396.263402,2094.395102,2792.526803,3490.658504,4188.790205,4886.921906,5585.053606,6283.185307,6981.317008,7679.448709,8377.58041,9075.71211,9773.843811,10471.97551,11170.10721,11868.23891,12566.37061,13264.50232,13962.63402,14660.76572,15358.89742
25,0,654.4984695,1308.996939,1963.495408,2617.993878,3272.492347,3926.990817,4581.489286,5235.987756,5890.486225,6544.984695,7199.483164,7853.981634,8508.480103,9162.978573,9817.477042,10471.97551,11126.47398,11780.97245,12435.47092,13089.96939,13744.46786,14398.96633,,25,75,75,84,86,86,86,86,86,86,86,86,86,86,86,86,86,86,84,82,80,78,75,75,,25,0,872.664626,1558.329689,2283.134196,3044.178928,3805.22366,4566.268392,5327.313124,6088.357856,6849.402588,7610.44732,8371.492052,9132.536784,9893.581516,10654.62625,11415.67098,12176.71571,13245.80236,14367.03957,15544.33865,16782.01204,18325.95715,19198.62177
30,0,785.3981634,1570.796327,2356.19449,3141.592654,3926.990817,4712.38898,5497.787144,6283.185307,7068.583471,7853.981634,8639.379797,9424.777961,10210.17612,10995.57429,11780.97245,12566.37061,13351.76878,14137.16694,14922.5651,15707.96327,16493.36143,17278.75959,,30,75,75,86,88,88,88,88,89,89,89,90,90,90,88,88,87,86,85,84,80,79,76,75,,30,0,1047.197551,1826.507357,2677.493739,3569.991652,4462.489565,5354.987478,6177.288926,7059.758772,7942.228619,8726.64626,9599.310886,10471.97551,11602.47287,12494.97078,13541.34764,14612.05885,15707.96327,16829.96064,18653.20638,19883.49781,21701.79136,23038.34613
35,0,916.2978573,1832.595715,2748.893572,3665.191429,4581.489286,5497.787144,6414.085001,7330.382858,8246.680716,9162.978573,10079.27643,10995.57429,11911.87214,12828.17,13744.46786,14660.76572,15577.06357,16493.36143,17409.65929,18325.95715,19242.255,20158.55286,,35,75,75,86,88,88,89,89,89,89,90,90,91,91,89,89,89,88,88,86,89,80,76,75,,35,0,1221.730476,2130.92525,3123.742695,4164.99026,5147.740771,6177.288926,7206.83708,8236.385234,9162.978573,10181.0873,11076.12795,12083.04867,13384.12601,14413.67416,15443.22231,16659.96104,17701.20861,19178.32725,19561.41493,22907.44643,25318.75658,26878.07048
40,0,1047.197551,2094.395102,3141.592654,4188.790205,5235.987756,6283.185307,7330.382858,8377.58041,9424.777961,10471.97551,11519.17306,12566.37061,13613.56817,14660.76572,15707.96327,16755.16082,17802.35837,18849.55592,19896.75347,20943.95102,21991.14858,23038.34613,,40,75,75,86,88,89,89,90,90,90,90,91,92,92,91,91,90,90,90,88,89,81,76,75,,40,0,1396.263402,2435.343142,3569.991652,4706.505848,5883.13231,6981.317008,8144.869843,9308.422677,10471.97551,11507.6654,12520.84029,13659.09849,14959.96502,16110.73156,17453.29252,18616.84535,19780.39819,21419.94991,22355.90278,25856.72966,28935.72181,30717.79484
45,0,1178.097245,2356.19449,3534.291735,4712.38898,5890.486225,7068.583471,8246.680716,9424.777961,10602.87521,11780.97245,12959.0697,14137.16694,15315.26419,16493.36143,17671.45868,18849.55592,20027.65317,21205.75041,22383.84766,23561.9449,24740.04215,25918.13939,,45,75,75,86,88,89,90,92,91,91,92,92,92,92,92,92,91,91,92,90,90,82,76,75,,45,0,1570.796327,2739.761035,4016.240608,5294.819079,6544.984695,7683.242903,9062.286501,10356.89886,11524.86435,12805.40484,14085.94532,15366.48581,16647.02629,17927.56677,19419.18536,20713.79772,21769.18822,23561.9449,24870.94184,28734.07915,32552.68704,34557.51919
50,0,1308.996939,2617.993878,3926.990817,5235.987756,6544.984695,7853.981634,9162.978573,10471.97551,11780.97245,13089.96939,14398.96633,15707.96327,17016.96021,18325.95715,19634.95408,20943.95102,22252.94796,23561.9449,24870.94184,26179.93878,27488.93572,28797.93266,,50,75,75,87,88,89,91,92,92,92,93,92,93,93,93,93,92,92,92,91,91,82,77,75,,50,0,1745.329252,3009.188366,4462.489565,5883.13231,7192.290874,8536.936559,9959.759318,11382.58208,12667.71231,14228.2276,15482.75949,16890.28308,18297.80667,19705.33026,21342.3414,22765.16416,24187.98692,25892.24714,27330.70532,31926.75461,35699.91652,38397.24354
55,0,1439.896633,2879.793266,4319.689899,5759.586532,7199.483164,8639.379797,10079.27643,11519.17306,12959.0697,14398.96633,15838.86296,17278.75959,18718.65623,20158.55286,21598.44949,23038.34613,24478.24276,25918.13939,27358.03603,28797.93266,30237.82929,31677.72592,,55,75,75,87,88,89,91,92,93,94,95,94,94,94,94,94,94,94,94,92,92,83,77,75,,55,0,1919.862177,3310.107202,4908.738521,6471.445541,7911.519961,9390.630215,10837.93165,12254.43943,13641.126,15318.04929,16849.85421,18381.65914,19913.46407,21445.269,22977.07393,24508.87886,26040.68379,28171.89064,29736.99568,34696.30441,39269.90817,42236.9679
60,0,1570.796327,3141.592654,4712.38898,6283.185307,7853.981634,9424.777961,10995.57429,12566.37061,14137.16694,15707.96327,17278.75959,18849.55592,20420.35225,21991.14858,23561.9449,25132.74123,26703.53756,28274.33388,29845.13021,31415.92654,32986.72286,34557.51919,,60,75,75,86,88,89,92,92,93,94,96,94,94,94,94,94,94,94,94,92,92,84,77,75,,60,0,2094.395102,3653.014713,5354.987478,7059.758772,8536.936559,10244.32387,11823.19816,13368.47938,14726.21556,16710.59922,18381.65914,20052.71907,21723.77899,23394.83891,25065.89883,26736.95875,28408.01868,30732.97161,32440.35892,37399.91254,42839.89982,46076.69225
65,0,1701.696021,3403.392041,5105.088062,6806.784083,8508.480103,10210.17612,11911.87214,13613.56817,15315.26419,17016.96021,18718.65623,20420.35225,22122.04827,23823.74429,25525.44031,27227.13633,28928.83235,30630.52837,32332.22439,34033.92041,35735.61643,37437.31246,,65,75,75,86,88,90,92,92,93,94,96,96,95,95,95,95,94,94,94,92,92,85,77,75,,65,0,2268.928028,3957.432606,5801.236434,7563.093425,9248.347939,11098.01753,12808.46467,14482.51933,15953.40019,17726.00022,19703.84866,21495.10763,23286.3666,25077.62557,27154.72373,28965.03865,30775.35357,33294.05258,35143.72217,40039.90637,46409.89147,49916.41661
70,0,1832.595715,3665.191429,5497.787144,7330.382858,9162.978573,10995.57429,12828.17,14660.76572,16493.36143,18325.95715,20158.55286,21991.14858,23823.74429,25656.34,27488.93572,29321.53143,31154.12715,32986.72286,34819.31858,36651.91429,38484.51001,40317.10572,,70,75,75,86,89,90,92,93,94,94,96,96,95,95,95,95,95,94,94,93,92,86,78,75,,70,0,2443.460953,4261.850499,6177.288926,8144.869843,9959.759318,11823.19816,13646.98936,15596.55927,17180.58482,19089.53869,21219.52933,23148.57745,25077.62557,27006.67369,28935.72181,31193.11855,33142.68846,35469.59448,37847.08541,42618.50499,49339.11539,53756.14096
75,0,1963.495408,3926.990817,5890.486225,7853.981634,9817.477042,11780.97245,13744.46786,15707.96327,17671.45868,19634.95408,21598.44949,23561.9449,25525.44031,27488.93572,29452.43113,31415.92654,33379.42194,35342.91735,37306.41276,39269.90817,41233.40358,43196.89899,,75,75,75,84,89,91,92,93,94,94,96,96,96,95,95,95,95,95,94,93,93,86,78,75,,75,0,2617.993878,4674.989068,6618.523849,8630.749048,10671.1707,12667.71231,14621.77432,16710.59922,18407.76945,20453.07717,22498.38489,24802.04727,26868.88454,28935.72181,31002.55908,33069.39635,35510.02335,38003.13694,40114.42232,45662.68392,52863.33792,57595.86532
80,0,2094.395102,4188.790205,6283.185307,8377.58041,10471.97551,12566.37061,14660.76572,16755.16082,18849.55592,20943.95102,23038.34613,25132.74123,27227.13633,29321.53143,31415.92654,33510.32164,35604.71674,37699.11184,39793.50695,41887.90205,43982.29715,46076.69225,,80,75,75,84,89,91,92,93,94,96,96,96,96,96,95,95,95,95,95,94,93,88,78,75,,80,0,2792.526803,4986.655006,7059.758772,9206.132318,11382.58208,13512.22647,15596.55927,17453.29252,19634.95408,21816.61565,23998.27721,26179.93878,28660.14351,30864.76993,33069.39635,35274.02278,37478.6492,40105.43813,42788.71715,47599.88869,56387.56045,61435.58967
85,0,2225.294796,4450.589593,6675.884389,8901.179185,11126.47398,13351.76878,15577.06357,17802.35837,20027.65317,22252.94796,24478.24276,26703.53756,28928.83235,31154.12715,33379.42194,35604.71674,37830.01154,40055.30633,42280.60113,44505.89593,46731.19072,48956.48552,,85,75,75,84,90,92,93,93,94,96,96,96,96,96,95,95,95,95,95,95,94,90,78,75,,85,0,2967.059728,5298.320944,7417.649321,9675.194766,11963.95052,14356.74062,16571.34423,18544.1233,20862.13872,23180.15413,25498.16954,27816.18495,30451.40248,32793.81805,35136.23363,37478.6492,39821.06478,42163.48035,44979.3629,49450.99547,59911.78298,65275.31402
90,0,2356.19449,4712.38898,7068.583471,9424.777961,11780.97245,14137.16694,16493.36143,18849.55592,21205.75041,23561.9449,25918.13939,28274.33388,30630.52837,32986.72286,35342.91735,37699.11184,40055.30633,42411.50082,44767.69531,47123.8898,49480.08429,51836.27878,,90,75,75,84,90,92,93,93,94,96,96,96,96,96,96,95,95,95,95,95,94,92,80,75,,90,0,3141.592654,5609.986881,7853.981634,10244.32387,12667.71231,15201.25478,17546.12918,19634.95408,22089.32335,24543.69261,26998.06187,29452.43113,31906.80039,34722.86617,37203.0709,39683.27562,42163.48035,44643.68508,47625.20778,51221.61935,61850.10537,69115.03838
95,0,2487.094184,4974.188368,7461.282552,9948.376736,12435.47092,14922.5651,17409.65929,19896.75347,22383.84766,24870.94184,27358.03603,29845.13021,32332.22439,34819.31858,37306.41276,39793.50695,42280.60113,44767.69531,47254.7895,49741.88368,52228.97787,54716.07205,,95,75,75,82,90,93,93,94,94,96,96,96,96,96,96,95,95,95,95,95,95,95,82,75,,95,0,3316.125579,6066.083376,8290.313947,10697.17929,13371.47411,15875.06926,18520.91414,20725.78487,23316.50798,25907.23108,28497.95419,31088.6773,33679.40041,36651.91429,39269.90817,41887.90205,44505.89593,47123.8898,49741.88368,52359.87756,63693.87545,72954.76273
100,0,2617.993878,5235.987756,7853.981634,10471.97551,13089.96939,15707.96327,18325.95715,20943.95102,23561.9449,26179.93878,28797.93266,31415.92654,34033.92041,36651.91429,39269.90817,41887.90205,44505.89593,47123.8898,49741.88368,52359.87756,54977.87144,57595.86532,,100,75,75,80,90,93,94,94,94,96,96,96,96,96,96,96,95,95,95,95,95,95,86,75,,100,0,3490.658504,6544.984695,8726.64626,11260.18872,13925.49935,16710.59922,19495.69909,21816.61565,24543.69261,27270.76956,29997.84652,32724.92347,35452.00043,38179.07739,41336.74544,44092.52847,46848.3115,49604.09453,52359.87756,55115.66059,63927.75749,76794.48709
105,0,2748.893572,5497.787144,8246.680716,10995.57429,13744.46786,16493.36143,19242.255,21991.14858,24740.04215,27488.93572,30237.82929,32986.72286,35735.61643,38484.51001,41233.40358,43982.29715,46731.19072,49480.08429,52228.97787,54977.87144,57726.76501,60475.65858,,105,75,75,80,89,93,94,94,94,96,96,96,96,96,96,96,96,95,95,95,95,95,88,80,,105,0,3665.191429,6872.23393,9265.933388,11823.19816,14621.77432,17546.12918,20470.48405,22907.44643,25770.87724,28634.30804,31497.73884,34361.16965,37224.60045,40088.03126,42951.46206,46297.1549,49190.72708,52084.29926,54977.87144,57871.44362,65598.5966,75594.57323
110,0,2879.793266,5759.586532,8639.379797,11519.17306,14398.96633,17278.75959,20158.55286,23038.34613,25918.13939,28797.93266,31677.72592,34557.51919,37437.31246,40317.10572,43196.89899,46076.69225,48956.48552,51836.27878,54716.07205,57595.86532,60475.65858,63355.45185,,110,75,75,80,89,93,94,94,94,96,96,96,96,96,96,96,96,96,95,95,95,95,92,85,,110,0,3839.724354,7199.483164,9707.168312,12386.20759,15318.04929,18381.65914,21445.269,23998.27721,26998.06187,29997.84652,32997.63117,35997.41582,38997.20047,41996.98513,44996.76978,47996.55443,51533.14265,54564.50398,57595.86532,60627.22665,65734.4115,74535.8257
115,0,3010.69296,6021.385919,9032.078879,12042.77184,15053.4648,18064.15776,21074.85072,24085.54368,27096.23664,30106.9296,33117.62256,36128.31552,39139.00848,42149.70144,45160.3944,48171.08736,51181.78031,54192.47327,57203.16623,60213.85919,63224.55215,66235.24511,,115,75,75,80,88,93,94,94,96,96,96,96,96,96,96,96,96,96,95,95,95,95,93,88,,115,0,4014.25728,7526.732399,10263.726,12949.21703,16014.32425,19217.1891,21952.9695,25089.108,28225.2465,31361.385,34497.5235,37633.662,40769.8005,43905.939,47042.0775,50178.21599,53875.55823,57044.70871,60213.85919,63383.00968,67983.38941,75267.32399
120,0,3141.592654,6283.185307,9424.777961,12566.37061,15707.96327,18849.55592,21991.14858,25132.74123,28274.33388,31415.92654,34557.51919,37699.11184,40840.7045,43982.29715,47123.8898,50265.48246,53407.07511,56548.66776,59690.26042,62831.85307,65973.44573,69115.03838,,120,75,75,78,88,92,94,94,96,96,96,96,96,96,96,96,96,96,95,95,95,95,94,90,,120,0,4188.790205,8055.365778,10709.97496,13659.09849,16710.59922,20052.71907,22907.44643,26179.93878,29452.43113,32724.92347,35997.41582,39269.90817,42542.40052,45814.89286,49087.38521,52359.87756,56217.9738,59524.91344,62831.85307,66138.79271,70184.51673,76794.48709
125,0,3272.492347,6544.984695,9817.477042,13089.96939,16362.46174,19634.95408,22907.44643,26179.93878,29452.43113,32724.92347,35997.41582,39269.90817,42542.40052,45814.89286,49087.38521,52359.87756,55632.36991,58904.86225,62177.3546,65449.84695,68722.3393,71994.83164,,125,75,75,78,87,92,94,95,95,96,96,96,96,96,96,95,95,95,95,95,95,95,94,92,,125,0,4363.32313,8391.006019,11284.45637,14228.2276,17406.87419,20668.37272,24113.10151,27270.76956,30679.61576,34088.46195,37497.30815,40906.15434,44315.00054,48226.20302,51670.9318,55115.66059,58560.38938,62005.11816,65449.84695,68894.57574,73108.87159,78255.25179
130,0,3403.392041,6806.784083,10210.17612,13613.56817,17016.96021,20420.35225,23823.74429,27227.13633,30630.52837,34033.92041,37437.31246,40840.7045,44244.09654,47647.48858,51050.88062,54454.27266,57857.6647,61261.05675,64664.44879,68067.84083,71471.23287,74874.62491,,130,75,75,77,87,92,94,95,95,95,96,96,96,96,95,95,95,95,95,95,95,95,94,92,,130,0,4537.856055,8839.979328,11735.83463,14797.3567,18103.14916,21495.10763,25077.62557,28660.14351,31906.80039,35452.00043,38997.20047,42542.40052,46572.7332,50155.25114,53737.76907,57320.28701,60902.80495,64485.32289,68067.84083,71650.35877,76033.22646,
135,0,3534.291735,7068.583471,10602.87521,14137.16694,17671.45868,21205.75041,24740.04215,28274.33388,31808.62562,35342.91735,38877.20909,42411.50082,45945.79256,49480.08429,53014.37603,56548.66776,60082.9595,63617.25124,67151.54297,70685.83471,74220.12644,77754.41818,,135,75,75,76,87,92,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,94,93,,135,0,4712.38898,9300.767724,12187.21288,15366.48581,18799.42412,22321.84254,26042.14963,29762.45672,33482.76381,37203.0709,40923.37799,44643.68508,48363.99217,52084.29926,55804.60635,59524.91344,63245.22053,66965.52762,70685.83471,74406.1418,78957.58132,
140,0,3665.191429,7330.382858,10995.57429,14660.76572,18325.95715,21991.14858,25656.34,29321.53143,32986.72286,36651.91429,40317.10572,43982.29715,47647.48858,51312.68001,54977.87144,58643.06287,62308.2543,65973.44573,69638.63715,73303.82858,76969.02001,,,140,75,75,76,87,92,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,94,,,140,0,4886.921906,9645.240603,12638.59114,15935.61491,19495.69909,23148.57745,27006.67369,30864.76993,34722.86617,38580.96241,42439.05865,46297.1549,50155.25114,54013.34738,57871.44362,61729.53986,65587.6361,69445.73234,73303.82858,77161.92483,,
145,0,3796.091123,7592.182246,11388.27337,15184.36449,18980.45562,22776.54674,26572.63786,30368.72898,34164.82011,37960.91123,41757.00235,45553.09348,49349.1846,53145.27572,56941.36685,60737.45797,64533.54909,68329.64022,72125.73134,75921.82246,79717.91358,,,145,75,75,75,87,92,95,95,95,95,95,95,95,95,95,95,95,95,95,94,94,94,94,,,145,0,5061.454831,10122.90966,13089.96939,16504.74401,19979.42696,23975.31236,27971.19775,31967.08314,35962.96853,39958.85393,43954.73932,47950.62471,51946.51011,55942.3955,59938.28089,63934.16628,67930.05168,72691.10661,76729.50142,,,
150,0,3926.990817,7853.981634,11780.97245,15707.96327,19634.95408,23561.9449,27488.93572,31415.92654,35342.91735,39269.90817,43196.89899,47123.8898,51050.88062,54977.87144,58904.86225,62831.85307,66758.84389,70685.83471,74612.82552,78539.81634,,,,150,75,75,75,86,92,95,95,95,95,95,95,95,95,95,95,95,95,95,94,94,94,,,,150,0,5235.987756,10471.97551,13698.80518,17073.87312,20668.37272,24802.04727,28935.72181,33069.39635,37203.0709,41336.74544,45470.41999,49604.09453,53737.76907,57871.44362,62005.11816,66138.79271,70272.46725,75197.6965,79375.3463,,,
155,0,4057.890511,8115.781022,12173.67153,16231.56204,20289.45255,24347.34307,28405.23358,32463.12409,36521.0146,40578.90511,44636.79562,48694.68613,52752.57664,56810.46715,60868.35766,64926.24817,68984.13869,73042.0292,77099.91971,,,,,155,75,75,75,86,92,94,95,95,95,95,95,95,95,95,95,95,95,95,94,94,,,,,155,0,5410.520681,10821.04136,14155.43201,17643.00222,21584.52399,25628.78217,29900.24587,34171.70957,38443.17326,42714.63696,46986.10065,51257.56435,55529.02804,59800.49174,64071.95544,68343.41913,72614.88283,77704.28638,,,,
160,0,4188.790205,8377.58041,12566.37061,16755.16082,20943.95102,25132.74123,29321.53143,33510.32164,37699.11184,41887.90205,46076.69225,50265.48246,54454.27266,58643.06287,62831.85307,67020.64328,71209.43348,75398.22369,79587.01389,,,,,160,75,75,75,86,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,,,,,160,0,5585.053606,11170.10721,14612.05885,18212.13133,22280.79896,26736.95875,31193.11855,35649.27834,40105.43813,44561.59792,49017.75772,53473.91751,57930.0773,62386.23709,66842.39688,71298.55668,75754.71647,,,,,
165,0,4319.689899,8639.379797,12959.0697,17278.75959,21598.44949,25918.13939,30237.82929,34557.51919,38877.20909,43196.89899,47516.58889,51836.27878,56155.96868,60475.65858,64795.34848,69115.03838,73434.72828,77754.41818,,,,,,165,75,75,75,86,91,93,94,94,94,94,94,94,94,94,94,94,94,94,94,,,,,,165,0,5759.586532,11519.17306,15068.68569,18987.64791,23224.13924,27572.48872,32167.9035,36763.31829,41358.73307,45954.14786,50549.56264,55144.97743,59740.39222,64335.807,68931.22179,73526.63657,78122.05136,,,,,
170,0,4450.589593,8901.179185,13351.76878,17802.35837,22252.94796,26703.53756,31154.12715,35604.71674,40055.30633,44505.89593,48956.48552,53407.07511,57857.6647,62308.2543,66758.84389,71209.43348,75660.02307,,,,,,,170,75,75,75,86,91,93,94,94,94,94,94,94,94,94,94,94,94,94,,,,,,,170,0,5934.119457,11868.23891,15525.31253,19563.03118,23927.90104,28408.01868,33142.68846,37877.35823,42612.02801,47346.69779,52081.36757,56816.03735,61550.70713,66285.37691,71020.04669,75754.71647,,,,,,
175,0,4581.489286,9162.978573,13744.46786,18325.95715,22907.44643,27488.93572,32070.42501,36651.91429,41233.40358,45814.89286,50396.38215,54977.87144,59559.36072,64140.85001,68722.3393,73303.82858,77885.31787,,,,,,,175,75,75,75,85,91,93,94,94,94,94,94,94,94,94,94,94,94,94,,,,,,,175,0,6108.652382,12217.30476,16169.96219,20138.41445,24631.66283,29243.54864,34117.47341,38991.39818,43865.32296,48739.24773,53613.1725,58487.09727,63361.02205,68234.94682,73108.87159,77982.79637,,,,,,
180,0,4712.38898,9424.777961,14137.16694,18849.55592,23561.9449,28274.33388,32986.72286,37699.11184,42411.50082,47123.8898,51836.27878,56548.66776,61261.05675,65973.44573,70685.83471,75398.22369,,,,,,,,180,75,75,75,84,91,92,93,94,94,94,94,94,94,94,94,94,94,,,,,,,,180,0,6283.185307,12566.37061,16829.96064,20713.79772,25610.80968,30402.50955,35092.25836,40105.43813,45118.6179,50131.79766,55144.97743,60158.1572,65171.33696,70184.51673,75197.6965,,,,,,,
185,0,4843.288674,9686.577349,14529.86602,19373.1547,24216.44337,29059.73205,33903.02072,38746.30939,43589.59807,48432.88674,53276.17542,58119.46409,62962.75277,67806.04144,72649.33011,77492.61879,,,,,,,,185,75,75,75,84,91,92,93,94,94,94,94,94,94,94,94,94,94,,,,,,,,185,0,6457.718232,12915.43646,17297.45955,21289.18099,26322.22106,31247.02371,36067.04332,41219.47808,46371.91284,51524.3476,56676.78236,61829.21712,66981.65188,72134.08664,77286.5214,,,,,,,
190,0,4974.188368,9948.376736,14922.5651,19896.75347,24870.94184,29845.13021,34819.31858,39793.50695,44767.69531,49741.88368,54716.07205,59690.26042,64664.44879,69638.63715,74612.82552,79587.01389,,,,,,,,190,75,75,75,83,91,92,93,94,94,94,94,94,94,94,94,94,94,,,,,,,,190,0,6632.251158,13264.50232,17978.9941,21864.56426,27033.63244,32091.53786,37041.82827,42333.51803,47625.20778,52916.89753,58208.58729,63500.27704,68791.96679,74083.65655,79375.3463,,,,,,,
195,0,5105.088062,10210.17612,15315.26419,20420.35225,25525.44031,30630.52837,35735.61643,40840.7045,45945.79256,51050.88062,56155.96868,61261.05675,66366.14481,71471.23287,76576.32093,,,,,,,,,195,75,75,75,82,90,91,93,94,94,94,94,94,94,94,94,94,,,,,,,,,195,0,6806.784083,13613.56817,18677.15145,22689.28028,28049.93441,32936.05201,38016.61323,43447.55798,48878.50272,54309.44747,59740.39222,65171.33696,70602.28171,76033.22646,,,,,,,,
